movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Tadpole ,0.110837438,0.162711864,0.002434783,0.008,0.0005875,0.003789452,0.003061383,0.001741964,0.046511628,0.019766752,1.23E-05,0.833333333,0.002525547,0.61038961,0.045209177,0.000378223
The Untouchables ,0.150246305,0.301694915,0,0.008173913,0.034375,0.100288918,0.129606056,0.034667215,0.023255814,0.082427357,0.002046562,0.697916667,0.002708029,0.818181818,0.078947368,0
Ready to Rumble ,0.061576355,0.261016949,0.002086957,0.040869565,0.0015625,0.016268449,0.006926432,0.007569321,0.023255814,0.019766752,0.001964699,0.833333333,0.006985401,0.480519481,0.045209177,0.001862464
Inside Man ,0.282019704,0.33559322,0,0.012043478,0.028125,0.116375827,0.161622456,0.029156579,0.046511628,0.127495552,0.003683827,0.895833333,0.003007299,0.779220779,0.078947368,0
The Time Machine ,0.151477833,0.223728814,0.001086957,0.004434783,0.001392188,0.074535481,0.061418226,0.002922053,0,0.121367859,0.006549039,0.854166667,0.004664234,0.558441558,0.078947368,0.008595989
Mad Max Beyond Thunderdome ,0.142857143,0.261016949,0.032608696,0.002608696,0.001240625,0.047599694,0.060265991,0.002328202,0.046511628,0.037952164,0.001007352,0.677083333,0.003875912,0.597402597,0.078947368,0
Rumble in the Bronx ,0.075123153,0.2,0.000304348,0.001565217,0.000290625,0.04251605,0.017658139,0.000619737,0.023255814,0.015813402,0.000613956,0.78125,0.001072993,0.662337662,0.078947368,0
28 Days ,0.141625616,0.247457627,0.003652174,0.028869565,0.01875,0.048698325,0.020471558,0.036337612,0.023255814,0.038149832,0.0035201,0.833333333,0.072992701,0.571428571,0.012820513,0
Fireproof ,0.060344828,0.311864407,0.025608696,0.006521739,0.001325,0.043985624,0.01009789,0.001772418,0,0.04230085,4.09E-05,0.916666667,0.001116788,0.636363636,0.045209177,0
Hotel Rwanda ,0.229064039,0.308474576,0.003608696,0.010521739,0.0046875,0.030864645,0.156547768,0.006307006,0.023255814,0.120181854,0.001432588,0.875,0.003357664,0.844155844,0.078947368,0.034383954
Bella ,0.072660099,0.206779661,0.001652174,0.016391304,0.000976563,0.010661439,0.005682467,0.004182845,0,0.034196482,0.000270131,0.895833333,0.003386861,0.753246753,0.045209177,0
Nanny McPhee ,0.156403941,0.227118644,0.00226087,0.025173913,0.021875,0.061964347,0.029395316,0.026309138,0,0.035580154,0.002046562,0.885416667,0.01459854,0.649350649,0.078947368,0
Head of State ,0.052955665,0.220338983,0,0.027913043,0.0015625,0.049688078,0.008901269,0.006908471,0.023255814,0.015615734,0.002881567,0.864583333,0.005927007,0.493506494,0.045209177,0.00182808
From Dusk Till Dawn ,0.201970443,0.26440678,0,0.036695652,0.025,0.033863886,0.129655176,0.035472721,0.046511628,0.116821506,0.001555383,0.791666667,0.02919708,0.74025974,0.045209177,0.034383954
The Prophecy ,0.06773399,0.230508475,0.000434783,0.039652174,0.015625,0.02119079,0.014459458,0.020454372,0,0.038149832,0.000654888,0.78125,0.00729927,0.649350649,0.078947368,0
Tangled ,0.397783251,0.237288136,0.000652174,0.012347826,0.001248438,0.26404418,0.174465708,0.003100209,0.023255814,0.076299664,0.021284416,0.9375,0.004036496,0.805194805,0.045209177,0.083094556
In Her Line of Fire ,0.00862069,0.196610169,0.002304348,0.007652174,0.000879688,7.35E-07,0.000460421,0.001955141,0.046511628,0.002174343,8.18E-05,0.895833333,0.00210219,0.324675325,0.045209177,0.000120344
Resident Evil: Afterlife ,0.310344828,0.227118644,0.023695652,0.023,0.021875,0.079063714,0.077787424,0.024512357,0.023255814,0.080846017,0.004911775,0.9375,0.00729927,0.558441558,0.078947368,0.054441261
My Name Is Bruce ,0.121921182,0.183050847,0,0.006869565,0.000990625,0.000227354,0.012649141,0.001885097,0.023255814,0.017197075,0.000122777,0.90625,0.002394161,0.61038961,0.045209177,0
The Doors ,0.099753695,0.372881356,0,0.024,0.001125,0.046263467,0.040333562,0.004635086,0.023255814,0.041114845,0.003110784,0.739583333,0.00420438,0.727272727,0.078947368,0
Primary Colors ,0.142857143,0.383050847,0,0.009130435,0.000795313,0.051236823,0.014164742,0.002145478,0,0.030836134,0.005321091,0.8125,0.002313869,0.662337662,0.078947368,0.001971347
DragonHeart ,0.072660099,0.247457627,0.015521739,0.00173913,0.003125,0.067477718,0.046360457,0.004126506,0,0.027278118,0.004666185,0.791666667,0.004839416,0.623376623,0.078947368,0
The Legend of Zorro ,0.167487685,0.33559322,0.011217391,0.007086957,0.003125,0.059639559,0.042354561,0.004361001,0.023255814,0.048033208,0.006139723,0.885416667,0.002021898,0.558441558,0.078947368,0.002724928
The Howling ,0.197044335,0.206779661,0.012478261,0.031521739,0.0015625,0.02364984,0.013474111,0.006757724,0,0.0383475,8.18E-05,0.635416667,0.006007299,0.649350649,0.045209177,0
Cape Fear ,0.146551724,0.33220339,0.739130435,0.016826087,0.034375,0.104009529,0.075453363,0.036553835,0,0.051393556,0.002865194,0.739583333,0.00729927,0.74025974,0.078947368,0
Vertical Limit ,0.163793103,0.318644068,0.011217391,0.032521739,0.001354688,0.090036405,0.029312464,0.00521371,0,0.074718324,0.006139723,0.833333333,0.006029197,0.558441558,0.045209177,0
The Manchurian Candidate ,0.256157635,0.33559322,0.019043478,0.021826087,0.028125,0.086716707,0.051141613,0.030539187,0.023255814,0.071555643,0.006549039,0.875,0.00729927,0.649350649,0.045209177,0
The 6th Day ,0.208128079,0.315254237,0.002391304,0.041565217,0.0046875,0.045421802,0.05917767,0.008891021,0.023255814,0.056928247,0.006712765,0.833333333,0.007116788,0.558441558,0.078947368,0
A View to a Kill ,0.131773399,0.342372881,0.002,0.018826087,0.0015625,0.066139989,0.040573833,0.004481294,0.046511628,0.059102589,0.002455878,0.677083333,0.00320438,0.61038961,0.078947368,0
Dragonfly ,0.142857143,0.250847458,0.01273913,0.011130435,0.00121875,0.039531122,0.018809191,0.003211365,0,0.047835541,0.004911775,0.854166667,0.001934307,0.584415584,0.078947368,0
Jack and Jill ,0.1908867,0.206779661,0.009608696,0.024043478,0.021875,0.097511428,0.035724029,0.041729478,0.046511628,0.051986559,0.006467176,0.947916667,0.080291971,0.233766234,0.045209177,0
DOA: Dead or Alive ,0.134236453,0.193220339,0.001,0.032521739,0.001290625,0.000631359,0.022783131,0.006811018,0.093023256,0.035382487,0.00171911,0.895833333,0.005956204,0.415584416,0.078947368,0
G.I. Jane ,0.118226601,0.322033898,0,0.041608696,0.015625,0.063319145,0.03569799,0.023706851,0.023255814,0.027871121,0.004093143,0.802083333,0.01459854,0.545454545,0.078947368,0.005730659
The Fan ,0.060344828,0.291525424,0.52173913,0.024,0.034375,0.024422735,0.022800885,0.037485725,0.069767442,0.017394742,0.004502459,0.791666667,0.00450365,0.545454545,0.078947368,0
Men in Black II ,0.254926108,0.196610169,0.008173913,0.035913043,0.015625,0.250384244,0.159905643,0.02257092,0.046511628,0.119588852,0.011460831,0.854166667,0.02189781,0.584415584,0.045209177,0.005730659
Never Back Down ,0.171182266,0.271186441,0.002826087,0.006478261,0.0046875,0.032673168,0.047670112,0.006226303,0.023255814,0.036173157,0.001637246,0.916666667,0.003116788,0.649350649,0.078947368,0
Team America: World Police ,0.285714286,0.230508475,0.017652174,0.017652174,0.00134375,0.043095893,0.080510298,0.003972713,0.11627907,0.138169599,0.002455878,0.875,0.003817518,0.727272727,0.078947368,0
Bill & Ted's Excellent Adventure ,0.098522167,0.203389831,0.002826087,0.03173913,0.028125,0.053234154,0.050514304,0.031664459,0.139534884,0.035580154,0.000818614,0.71875,0.005613139,0.688311688,0.078947368,0
The BFG ,0.3091133,0.294915254,0.608695652,0.015565217,0.000835938,0.06941716,0.007437155,0.002969257,0,0.02075509,0.011460831,1,0.002919708,0.675324675,0.078947368,0.077363897
The Animal ,0.091133005,0.183050847,0.001826087,0.007913043,0.00068125,0.073322354,0.028038318,0.001831803,0.023255814,0.025894446,0.001800973,0.84375,0.001759124,0.415584416,0.045209177,0.00286533
2046 ,0.237684729,0.33559322,0,0.025043478,0.001371875,0.000343612,0.024554389,0.003620971,0,0.041312512,0.000982341,0.875,0.004693431,0.766233766,0.078947368,0
Trees Lounge ,0.051724138,0.220338983,0.52173913,0.027652174,0.01875,0.000913954,0.006725219,0.021957273,0.023255814,0.012650721,0.000106404,0.791666667,0.004963504,0.727272727,0.045209177,0.002498567
A Very Long Engagement ,0.227832512,0.349152542,0,0.002,0.000353125,0.008109939,0.037047887,0.000616692,0.023255814,0.047044871,0.003847553,0.875,0.000379562,0.792207792,0.078947368,0
Ulee's Gold ,0.073891626,0.281355932,0.000391304,0.001826087,0.000628125,0.011905991,0.003396342,0.001198362,0.023255814,0.011069381,0.000221013,0.802083333,0.001620438,0.714285714,0.032388664,0.001091691
Funny People ,0.282019704,0.416949153,0,0.005652174,0.0171875,0.06813102,0.059672415,0.01804699,0.023255814,0.059300257,0.006139723,0.927083333,0.004094891,0.623376623,0.045209177,0
Conan the Barbarian ,0.20320197,0.33559322,0.020347826,0.007956522,0.001435938,0.049397761,0.066910725,0.003081936,0,0.066416288,0.001637246,0.645833333,0.005043796,0.688311688,0.078947368,0
Becoming Jane ,0.183497537,0.305084746,0.000478261,0.012217391,0.0171875,0.024541235,0.027340585,0.019115923,0.023255814,0.029650128,0.001350725,0.90625,0.006116788,0.714285714,0.078947368,0
The Fountain ,0.336206897,0.223728814,0,0.043478261,0.03125,0.01333204,0.113024994,0.037519224,0,0.180668116,0.002865194,0.895833333,0.00729927,0.74025974,0.045209177,0.065902579
This Christmas ,0.044334975,0.294915254,0.00073913,0.039652174,0.0015625,0.064590933,0.003860314,0.009979748,0.209302326,0.006127693,0.001064204,0.90625,0.007277372,0.584415584,0.078947368,0
Freeheld ,0.162561576,0.247457627,0.00026087,0.040652174,0.0109375,0.000700621,0.003466767,0.014709241,0,0.004744021,0.000573025,0.989583333,0.00729927,0.636363636,0.045209177,0
Alpha and Omega ,0.102216749,0.203389831,0,0.022521739,0.001064063,0.032975184,0.00649856,0.003785422,0,0.016406404,0.001637246,0.9375,0.004459854,0.480519481,0.045209177,0
Terminator Genisys ,0.582512315,0.325423729,0.01,0.086956522,0.0375,0.117989747,0.111525963,0.059191753,0.046511628,0.171180075,0.012688779,0.989583333,0.072992701,0.649350649,0.078947368,0.23495702
Sicario ,0.587438424,0.308474576,0.033782609,0.009521739,0.000710938,0.061637022,0.116118334,0.002233795,0.046511628,0.090927061,0.002455878,0.989583333,0.001613139,0.779220779,0.081646424,0.169054441
Hit and Run ,0.215517241,0.237288136,0.000913043,0.024,0.021875,0.018075326,0.017349811,0.024244362,0.11627907,0.020359755,0.000163709,0.958333333,0.004510949,0.584415584,0.078947368,0
Teenage Mutant Ninja Turtles ,0.427339901,0.240677966,0.020565217,0.018652174,0.001301563,0.25097916,0.098878006,0.004096052,0,0.096857086,0.010232883,0.979166667,0.005905109,0.558441558,0.078947368,0.17765043
The Boondock Saints II: All Saints Day ,0.110837438,0.366101695,0.003391304,0.042086957,0.01875,0.013503048,0.031511002,0.026683721,0,0.036963827,0.000654888,0.927083333,0.02189781,0.61038961,0.078947368,0
The Love Guru ,0.183497537,0.193220339,0.000521739,0.028043478,0.0046875,0.042312129,0.025621997,0.010138109,0.139534884,0.049219213,0.005075501,0.916666667,0.007051095,0.285714286,0.078947368,0
Semi-Pro ,0.200738916,0.233898305,0.000130435,0.021304348,0.0125,0.044013725,0.039650625,0.015266548,0.069767442,0.023324768,0.004502459,0.916666667,0.003715328,0.545454545,0.078947368,0
Tremors ,0.161330049,0.223728814,0.001347826,0.023304348,0.001017188,0.021915578,0.0533005,0.004749288,0,0.048823878,0.000900477,0.729166667,0.004452555,0.714285714,0.045209177,0.031518625
