movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
The Great Gatsby ,0.602216749,0.383050847,0.043478261,0.003347826,0.0453125,0.190416241,0.214768497,0.045330653,0.093023256,0.148645977,0.008595619,0.96875,0.003715328,0.74025974,0.078947368,0.329512894
Prince of Persia: The Sands of Time ,0.375615764,0.291525424,0.007782609,0.01026087,0.0234375,0.119335704,0.131615219,0.024590014,0.046511628,0.08934572,0.016372624,0.9375,0.004138686,0.649350649,0.078947368,0.065902579
Pacific Rim ,0.706896552,0.342372881,0,0.039956522,0.025,0.133839,0.225560568,0.029183987,0,0.218422613,0.015553992,0.96875,0.007065693,0.701298701,0.045209177,0.23782235
Transformers: Dark of the Moon ,0.525862069,0.420338983,0,0.02526087,0.001396875,0.463321477,0.193030485,0.00394835,0.046511628,0.177505436,0.015963308,0.947916667,0.006051095,0.61038961,0.078947368,0.131805158
Indiana Jones and the Kingdom of the Crystal Skull ,0.577586207,0.311864407,0.608695652,0.043478261,0.0171875,0.416842317,0.197567819,0.022778006,0.046511628,0.405811425,0.015144676,0.916666667,0.00729927,0.597402597,0.078947368,0.014326648
Brave ,0.599753695,0.213559322,0.002434783,0.036434783,0.003125,0.312005583,0.161887583,0.007621092,0,0.084404032,0.015144676,0.958333333,0.00729927,0.727272727,0.078947368,0.111747851
Star Trek Beyond ,0.395320197,0.311864407,0.029608696,0.004565217,0.001559375,0.171554883,0.031721683,0.002020617,0.093023256,0.085194703,0.015144676,1,0.000868613,0.766233766,0.078947368,0.085959885
WALL·E ,0.517241379,0.230508475,0.020652174,0.022695652,0.0015625,0.294286724,0.425405043,0.00453002,0,0.205969559,0.01473536,0.916666667,0.005321168,0.883116883,0.078947368,0.045845272
Rush Hour 3 ,0.198275862,0.206779661,0.01826087,0.007521739,0.00041875,0.184194137,0.071654597,0.001713033,0.046511628,0.043486855,0.011460831,0.90625,0.001956204,0.597402597,0.078947368,0
2012 ,0.450738916,0.433898305,0.03373913,0.013478261,0.0015625,0.218423094,0.167723918,0.00326466,0,0.208341569,0.016372624,0.927083333,0.003416058,0.545454545,0.078947368,0.037249284
A Christmas Carol ,0.294334975,0.223728814,0,0.434782609,0.028125,0.181260886,0.043085434,0.074426324,0,0.049021546,0.016372624,0.927083333,0.102189781,0.675324675,0.078947368,0
Jupiter Ascending ,0.471674877,0.328813559,0,0.565217391,0.0265625,0.062294294,0.08260823,0.072075282,0.023255814,0.142122949,0.014407907,0.989583333,0.109489051,0.493506494,0.078947368,0.126074499
The Legend of Tarzan ,0.304187192,0.271186441,0.01226087,0.004478261,0.0171875,0.163117251,0.025072806,0.032243083,0.046511628,0.047044871,0.01473536,1,0.072992701,0.649350649,0.078947368,0.083094556
The Dark Knight ,0.793103448,0.413559322,0.956521739,0.47826087,0.0359375,0.701264842,0.991954474,0.088014862,0,0.922316663,0.015144676,0.916666667,0.094890511,0.961038961,0.078947368,0.106017192
Up ,0.501231527,0.223728814,0,0.011391304,0.0015625,0.385242872,0.393884572,0.004012303,0.023255814,0.138960269,0.014326044,0.927083333,0.006189781,0.87012987,0.045209177,0.077363897
Monsters vs. Aliens ,0.268472906,0.216949153,0.000478261,0.019956522,0.0015625,0.26078959,0.067789549,0.003927032,0.046511628,0.036766159,0.014326044,0.927083333,0.00710219,0.636363636,0.078947368,0
Iron Man ,0.59729064,0.325423729,0.173913043,0.173913043,0.0328125,0.418534699,0.412090126,0.059768855,0.069767442,0.208341569,0.011460831,0.916666667,0.087591241,0.818181818,0.078947368,0.028653295
Hugo ,0.838669951,0.325423729,0.739130435,0.043478261,0.0265625,0.097066904,0.145185201,0.054842934,0,0.133820913,0.013916728,0.947916667,0.116788321,0.766233766,0.045209177,0.12034384
Wild Wild West ,0.103448276,0.257627119,0.008173913,0.025304348,0.015625,0.14956528,0.076694961,0.024165182,0.046511628,0.127890888,0.013916728,0.822916667,0.02919708,0.415584416,0.045209177,0
The Mummy: Tomb of the Dragon Emperor ,0.323891626,0.277966102,0.015521739,0.025869565,0.0078125,0.134352714,0.069786283,0.013903735,0.046511628,0.098833762,0.011870147,0.916666667,0.02189781,0.467532468,0.078947368,0
Suicide Squad ,0.513546798,0.315254237,0.019652174,0.014304348,0.015625,0.21181567,0.070416551,0.017186667,0.186046512,0.191737498,0.014326044,1,0.002452555,0.688311688,0.078947368,0.229226361
Evan Almighty ,0.227832512,0.223728814,0.01273913,0.304347826,0.1359375,0.131872161,0.068112672,0.164475507,0,0.050602886,0.014326044,0.90625,0.080291971,0.493506494,0.078947368,0.005730659
Edge of Tomorrow ,0.719211823,0.281355932,0.009478261,0.022130435,0.015625,0.131740421,0.255429916,0.019265147,0.023255814,0.146273967,0.014571633,0.979166667,0.006233577,0.818181818,0.078947368,0.220630372
Waterworld ,0.110837438,0.494915254,0.002521739,0.002608696,0.001110938,0.116036027,0.085415731,0.001528787,0,0.060881597,0.014326044,0.78125,0.000437956,0.584415584,0.045209177,0
G.I. Joe: The Rise of Cobra ,0.306650246,0.298305085,0.009043478,0.024782609,0.0359375,0.19745739,0.103312366,0.040630092,0.093023256,0.10535679,0.014326044,0.927083333,0.01459854,0.545454545,0.078947368,0
Inside Out ,0.658866995,0.220338983,0,0.016695652,0.0015625,0.468706825,0.204285345,0.004482816,0.023255814,0.152599328,0.014326044,0.989583333,0.00559854,0.87012987,0.045209177,0.338108883
The Jungle Book ,0.454433498,0.257627119,0.173913043,0.025695652,0.0296875,0.476847164,0.06277049,0.050128668,0,0.078474007,0.014326044,1,0.094890511,0.805194805,0.045209177,0.186246418
Iron Man 2 ,0.556650246,0.318644068,0.173913043,0.173913043,0.0328125,0.41032865,0.309136392,0.074060877,0.093023256,0.142715952,0.016372624,0.9375,0.138686131,0.701298701,0.078947368,0.051575931
Snow White and the Huntsman ,0.511083744,0.345762712,0.011913043,0.47826087,0.040625,0.203958571,0.135255383,0.110975591,0,0.140146274,0.013916728,0.958333333,0.124087591,0.584415584,0.078947368,0.151862464
Maleficent ,0.492610837,0.227118644,0.007434783,0.036782609,0.0171875,0.317429798,0.149282827,0.023626148,0.046511628,0.125123542,0.01473536,0.979166667,0.01459854,0.701298701,0.078947368,0.255014327
Dawn of the Planet of the Apes ,0.640394089,0.338983051,0.008608696,0.038434783,0.015625,0.27421706,0.187918514,0.021870479,0,0.122356197,0.013916728,0.979166667,0.01459854,0.779220779,0.045209177,0.128939828
47 Ronin ,0.267241379,0.33220339,0.002043478,0.042695652,0.028125,0.050357471,0.069234133,0.031923317,0.046511628,0.06384661,0.014326044,0.96875,0.00729927,0.61038961,0.078947368,0.100286533
Captain America: The Winter Soldier ,0.708128079,0.359322034,0.004086957,0.086956522,0.0296875,0.341544845,0.293973283,0.055103315,0.023255814,0.146471635,0.013916728,0.979166667,0.080291971,0.805194805,0.078947368,0.157593123
Shrek Forever After ,0.277093596,0.213559322,0.001347826,0.00926087,0.00625,0.313438584,0.082056672,0.007047036,0.046511628,0.033998814,0.013507411,0.9375,0.001642336,0.623376623,0.078947368,0
Tomorrowland ,0.544334975,0.338983051,0.028826087,0.02626087,0.003125,0.122836298,0.075928579,0.007683523,0.046511628,0.098043092,0.015553992,0.989583333,0.004656934,0.636363636,0.068825911,0.106017192
Big Hero 6 ,0.471674877,0.244067797,0.001652174,0.024434783,0.00118125,0.292552118,0.165164381,0.004511748,0,0.08539237,0.013507411,0.979166667,0.005248175,0.818181818,0.081646424,0.11747851
Wreck-It Ralph ,0.463054187,0.240677966,0.002869565,0.036217391,0.001523438,0.249061274,0.161282763,0.006777519,0.023255814,0.067997628,0.013507411,0.958333333,0.00679562,0.805194805,0.078947368,0.114613181
The Polar Express ,0.230295567,0.237288136,0,0.011608696,0.0234375,0.000874765,0.071485342,0.024765124,0,0.087566713,0.013507411,0.875,0.00529927,0.649350649,0.078947368,0.028653295
Independence Day: Resurgence ,0.350985222,0.305084746,0.03373913,0.02326087,0.001390625,0.134535987,0.034402539,0.004922875,0,0.102589445,0.013507411,1,0.005927007,0.506493506,0.078947368,0.191977077
How to Train Your Dragon ,0.353448276,0.230508475,0.011086957,0.033,0.028125,0.28584643,0.287274694,0.031143697,0,0.097054754,0.013507411,0.9375,0.006956204,0.857142857,0.078947368,0.094555874
Terminator 3: Rise of the Machines ,0.343596059,0.26779661,0.003652174,0.008304348,0.0010125,0.197697444,0.180697366,0.002693649,0,0.331093101,0.016372624,0.864583333,0.002072993,0.623376623,0.078947368,0
Guardians of the Galaxy ,0.802955665,0.308474576,0.024826087,0.130434783,0.021875,0.43803819,0.403696622,0.049393206,0.069767442,0.216643605,0.013916728,0.979166667,0.102189781,0.844155844,0.078947368,0.275071633
Interstellar ,0.875615764,0.471186441,0.956521739,0.260869565,0.0171875,0.247192468,0.549322122,0.047946645,0.023255814,0.538446333,0.013507411,0.979166667,0.080291971,0.909090909,0.078947368,1
Inception ,0.789408867,0.4,0.956521739,1,0.0453125,0.38470283,0.868878343,0.123513468,0,0.5538644,0.013098095,0.9375,0.197080292,0.935064935,0.078947368,0.501432665
The Fast and the Furious ,0.229064039,0.257627119,0.015521739,0.173913043,0.0359375,0.190021128,0.161098713,0.069019232,0.046511628,0.195097845,0.003110784,0.84375,0.102189781,0.662337662,0.078947368,0.040114613
The Curious Case of Benjamin Button ,0.444581281,0.461016949,0.913043478,0.039956522,0.0171875,0.167639299,0.271838173,0.020302103,0.046511628,0.162285037,0.012279463,0.916666667,0.00729927,0.805194805,0.078947368,0.065902579
X-Men: First Class ,0.61453202,0.345762712,0.039347826,0.043478261,0.053125,0.192510341,0.306867429,0.077631599,0.069767442,0.137774264,0.013098095,0.947916667,0.094890511,0.805194805,0.078947368,0.154727794
The Hunger Games: Mockingjay - Part 2 ,0.477832512,0.362711864,0.022086957,0.608695652,0.053125,0.370366588,0.098316979,0.123924596,0.023255814,0.075508994,0.013098095,0.989583333,0.160583942,0.649350649,0.078947368,0.108882521
The Sorcerer's Apprentice ,0.28817734,0.26779661,0.009826087,0.016086957,0.01875,0.083028505,0.07348977,0.020385851,0,0.046847203,0.012279463,0.9375,0.003051095,0.584415584,0.078947368,0.031518625
Poseidon ,0.283251232,0.230508475,0.010826087,0.030521739,0.1359375,0.079756591,0.048749555,0.140782361,0,0.124135205,0.013098095,0.895833333,0.01459854,0.519480519,0.078947368,0
Alice Through the Looking Glass ,0.267241379,0.281355932,0.001434783,0.47826087,0.0625,0.101046532,0.012633162,0.123042955,0.023255814,0.025696778,0.013916728,1,0.182481752,0.623376623,0.045209177,0.085959885
Shrek the Third ,0.278325123,0.213559322,0.002173913,0.030086957,0.0046875,0.421701651,0.125441557,0.007164284,0.046511628,0.064241945,0.013098095,0.90625,0.00580292,0.584415584,0.045209177,0
Warcraft ,0.337438424,0.315254237,0,0.028173913,0.0046875,0.061773152,0.066047288,0.00838244,0,0.154180668,0.013098095,1,0.005226277,0.74025974,0.078947368,0.255014327
Terminator Genisys ,0.582512315,0.325423729,0.01,0.086956522,0.0375,0.117989747,0.111525963,0.059191753,0.046511628,0.171180075,0.012688779,0.989583333,0.072992701,0.649350649,0.078947368,0.23495702
The Chronicles of Narnia: The Voyage of the Dawn Treader ,0.27955665,0.281355932,0.006521739,0.002565217,0.000829688,0.137255334,0.062991823,0.00116334,0.093023256,0.04467286,0.012688779,0.9375,0.00059854,0.61038961,0.04048583,0.031518625
Pearl Harbor ,0.233990148,0.522033898,0,0.030043478,0.0046875,0.261062734,0.150380025,0.00822408,0,0.394939711,0.011460831,0.84375,0.007014599,0.584415584,0.078947368,0
Transformers ,0.486453202,0.386440678,0,0.02526087,0.001034375,0.41914184,0.303684135,0.003552449,0,0.352045859,0.012279463,0.90625,0.004372263,0.714285714,0.078947368,0.022922636
Alexander ,0.304187192,0.596610169,0,0.025695652,0.01875,0.045093166,0.082176216,0.037455271,0.069767442,0.27456019,0.012688779,0.875,0.080291971,0.506493506,0.078947368,0
Harry Potter and the Order of the Phoenix ,0.403940887,0.366101695,0.01226087,0.029869565,0.0328125,0.383955978,0.210167249,0.050908288,0.069767442,0.218817948,0.012279463,0.90625,0.080291971,0.766233766,0.078947368,0
Harry Potter and the Goblet of Fire ,0.362068966,0.430508475,0.007782609,0.434782609,0.0328125,0.381317643,0.228236689,0.08133175,0.023255814,0.374579957,0.012279463,0.885416667,0.080291971,0.779220779,0.078947368,0
Hancock ,0.390394089,0.244067797,0.023130435,0.042565217,0.015625,0.299729662,0.203368054,0.032865866,0,0.116426171,0.012279463,0.916666667,0.065693431,0.623376623,0.078947368,0
I Am Legend ,0.396551724,0.250847458,0.022086957,0.02426087,0.015625,0.337125756,0.314166103,0.01991077,0,0.279106543,0.012279463,0.90625,0.00729927,0.727272727,0.078947368,0.031518625
Charlie and the Chocolate Factory ,0.338669951,0.288135593,0.565217391,0.025565217,0.0625,0.271472355,0.18954123,0.088078815,0.069767442,0.268827832,0.012279463,0.885416667,0.116788321,0.662337662,0.045209177,0
Ratatouille ,0.390394089,0.274576271,0.028826087,0.041478261,0.0015625,0.271444823,0.280443543,0.007254123,0,0.123542202,0.012279463,0.90625,0.00729927,0.831168831,0.078947368,0.028653295
Batman Begins ,0.587438424,0.33220339,0.956521739,0.47826087,0.0359375,0.270009306,0.580521246,0.090688715,0,0.530539632,0.012279463,0.885416667,0.102189781,0.87012987,0.078947368,0.042979943
Madagascar: Escape 2 Africa ,0.204433498,0.2,0.001521739,0.018956522,0.0015625,0.236662013,0.086411139,0.005002056,0,0.023324768,0.012279463,0.916666667,0.006211679,0.662337662,0.045209177,0
Night at the Museum: Battle of the Smithsonian ,0.226600985,0.254237288,0.008217391,0.043478261,0.0765625,0.233060137,0.077092059,0.082284957,0.046511628,0.041114845,0.012279463,0.927083333,0.02189781,0.558441558,0.078947368,0.005730659
X-Men Origins: Wolverine ,0.429802956,0.301694915,0.006565217,0.086956522,0.03125,0.236530584,0.214183798,0.060990057,0,0.126507215,0.012279463,0.927083333,0.116788321,0.662337662,0.078947368,0
The Matrix Revolutions ,0.300492611,0.33559322,0,0.010130435,0.000482813,0.183114472,0.215973402,0.001617103,0,0.419055149,0.012279463,0.864583333,0.001963504,0.662337662,0.078947368,0
Frozen ,0.498768473,0.244067797,0.003,0.021304348,0.0015625,0.526934178,0.249534401,0.003931601,0,0.178493773,0.012279463,0.96875,0.003817518,0.779220779,0.071524966,0.166189112
The Matrix Reloaded ,0.337438424,0.366101695,0,0.001304348,0.000365625,0.370138347,0.249629089,0.00081312,0,0.551097055,0.012279463,0.864583333,0.001445255,0.727272727,0.078947368,0
Thor: The Dark World ,0.59729064,0.277966102,0.01,0.52173913,0.040625,0.27134558,0.24504382,0.091061776,0.069767442,0.104961455,0.013916728,0.96875,0.145985401,0.714285714,0.078947368,0.180515759
Mad Max: Fury Road ,0.908866995,0.305084746,0.032608696,0.041,0.0421875,0.202009434,0.32696852,0.060945899,0,0.313698359,0.012279463,0.989583333,0.065693431,0.844155844,0.078947368,0.547277937
Angels & Demons ,0.365763547,0.393220339,0.086956522,0.012782609,0.0234375,0.175377629,0.122996238,0.025806648,0.046511628,0.085787705,0.012279463,0.927083333,0.005437956,0.662337662,0.078947368,0
Thor ,0.634236453,0.288135593,0,0.52173913,0.040625,0.238019232,0.317387864,0.091451586,0.023255814,0.145680965,0.012279463,0.947916667,0.145985401,0.701298701,0.078947368,0.180515759
Bolt ,0.275862069,0.223728814,0.002565217,0.030391304,0.0265625,0.149970499,0.086853214,0.030464574,0,0.034987152,0.012279463,0.916666667,0.005540146,0.688311688,0.045209177,0
G-Force ,0.177339901,0.196610169,0.000521739,0.007913043,0.001140625,0.157027215,0.019551309,0.003375817,0,0.01759241,0.012279463,0.927083333,0.004430657,0.454545455,0.078947368,0
Wrath of the Titans ,0.380541872,0.233898305,0.020565217,0.021826087,0.021875,0.109979801,0.090439524,0.024643309,0,0.049812216,0.012279463,0.958333333,0.006547445,0.545454545,0.045209177,0.054441261
Dark Shadows ,0.646551724,0.281355932,0.565217391,0.695652174,0.0625,0.104813833,0.117788395,0.123108431,0.162790698,0.094485076,0.008186303,0.958333333,0.124087591,0.597402597,0.045209177,0.23495702
Mission: Impossible - Rogue Nation ,0.571428571,0.342372881,0.008173913,0.027869565,0.015625,0.256409276,0.137405393,0.033255676,0,0.086776043,0.012279463,0.989583333,0.072992701,0.753246753,0.078947368,0.134670487
The Wolfman ,0.438423645,0.301694915,0.017130435,0.007043478,0.01875,0.081442301,0.05292885,0.019903157,0,0.085194703,0.012279463,0.9375,0.003576642,0.545454545,0.045209177,0
The Legend of Tarzan ,0.304187192,0.271186441,0.01226087,0.004478261,0.0171875,0.163117251,0.025072806,0.032243083,0.046511628,0.047044871,0.01473536,1,0.072992701,0.649350649,0.078947368,0.083094556
Bee Movie ,0.237684729,0.206779661,0.002521739,0.035913043,0.003125,0.166464185,0.062669884,0.010013247,0,0.040521842,0.012279463,0.90625,0.006218978,0.597402597,0.045209177,0
Kung Fu Panda 2 ,0.348522167,0.203389831,0.003913043,0.000652174,0.0171875,0.217263463,0.108129621,0.031999452,0,0.041114845,0.012279463,0.947916667,0.072992701,0.74025974,0.078947368,0.05730659
The Last Airbender ,0.343596059,0.247457627,0,0.015043478,0.0015625,0.172996168,0.070392287,0.004350342,0,0.27297885,0.012279463,0.9375,0.005518248,0.337662338,0.078947368,0.051575931
Mission: Impossible III ,0.380541872,0.318644068,0.608695652,0.042565217,0.034375,0.175386127,0.151909237,0.053015699,0,0.171970745,0.012279463,0.895833333,0.072992701,0.688311688,0.078947368,0
