movie_title,MDS_1,MDS_2
The Animal,-3.385045547,-3.285944662
2046,-2.086576783,3.4471362
Trees Lounge,7.390063592,-5.533694517
A Very Long Engagement,-1.49860881,3.44174169
Ulee's Gold,-4.262607991,0.522409579
Funny People,-1.279341832,2.895767133
Conan the Barbarian,-0.407221697,0.30518837
Becoming Jane,-3.997651316,3.120822577
The Fountain,0.837937342,3.723353849
This Christmas,-2.393969867,-1.339494963
Freeheld,-3.838539916,1.690676697
Alpha and Omega,-4.224038477,-2.14495665
Terminator Genisys,8.680568889,2.172668589
Sicario,7.954831103,2.816507516
Hit and Run,-3.648968252,1.877580293
Teenage Mutant Ninja Turtles,4.554075365,2.135152447
The Boondock Saints II: All Saints Day,-4.010321758,0.947875011
The Love Guru,0.409393482,-4.829883217
Semi-Pro,-5.117207025,1.491292504
Tremors,-2.813907927,1.255615371
The Red Violin,-1.761763529,1.274852598
Strange Wilderness,-3.969070657,-2.516723513
Arbitrage,-1.059768565,3.763258903
Cruel Intentions,-3.278585332,1.704400501
In the Land of Blood and Honey,6.921267251,-6.332425965
Pirates of the Caribbean: The Curse of the Black Pearl,15.41967667,-2.004834699
Get Carter,-4.449639987,-2.126279707
Club Dread,-5.010052187,-1.085342342
The Legend of Hercules,-0.705225472,-3.875201681
The Client,-3.374495203,-0.212478984
I Am Number Four,-0.401579166,3.970399807
Entrapment,-4.870456988,1.773916024
Courage,-2.188499478,-0.211933766
Charlie Bartlett,-3.62184955,2.340720855
Bring It On,-5.238458242,1.032714785
Twilight Zone: The Movie,-2.13687093,-1.312465499
Star Trek VI: The Undiscovered Country,-2.737782228,1.264951288
The Other Boleyn Girl,16.4713749,-8.40176561
The Mothman Prophecies,-4.462227701,2.808516119
Austin Powers in Goldmember,0.62304697,1.346562828
Simply Irresistible,-4.395355075,-2.646233733
Blade II,-2.321686507,3.967169998
Bamboozled,-4.336379152,0.147132211
Antitrust,-5.561955443,0.898329371
American Outlaws,-5.339634999,-0.952030302
The Transporter Refueled,-2.773570721,-2.143097539
Fantastic Four,5.018768273,-1.517956953
The Pink Panther,-4.39240843,0.404748727
Anacondas: The Hunt for the Blood Orchid,-3.165200676,-3.502083324
What Happens in Vegas,-4.516731913,2.171705784
Urbania,-4.579485408,0.168878578
Mission: Impossible - Ghost Protocol,8.281228799,2.421812063
RoboCop,7.596797138,2.386476529
The Conspirator,-2.883827041,3.435993574
Toy Story,6.823221566,-0.410200738
Pushing Tin,-4.947736488,-0.549463828
Puss in Boots,-0.404561939,3.334381106
Stepmom,-4.150279409,0.798650617
The Joneses,-4.525847688,1.932101337
Jay and Silent Bob Strike Back,-2.063768987,2.67277795
Monster House,-3.78021463,3.161201571
Twilight,11.62042035,-2.166442016
Hocus Pocus,-3.911976359,-0.411283828
Lonesome Jim,6.793765261,-5.112116777
Loser,-4.900887195,-1.963847144
Domino,7.190740414,-4.148328075
Critical Care,-4.905119924,-1.547913989
Eye of the Beholder,-3.709344576,-2.695471883
Forrest Gump,20.69364491,-5.686661235
Derailed,-5.134787956,2.184532786
Wasabi,-5.064546228,-0.136606862
Scooby-Doo 2: Monsters Unleashed,-3.498262866,-2.707781401
Mr. & Mrs. Smith,2.19677183,2.26610138
Love Stinks,-5.016725777,-1.560933325
Hollywood Ending,5.510742348,-3.947039463
Pulse,-2.840859299,-2.904454553
Inception,58.1620908,-1.563075879
Johnny English Reborn,-4.493085827,2.395292754
Fair Game,-3.172691579,3.680967363
Beautiful Creatures,-1.182356521,2.508605426
Crazy Heart,-0.851534748,4.17002013
The Lives of Others,3.087317554,2.69831526
Girl 6,-3.380468805,-3.508700196
Aliens vs. Predator: Requiem,-0.103430266,-1.750315141
Driven,-2.565856249,-3.267159876
We Were Soldiers,-2.651010264,3.105259107
Lions for Lambs,4.786016116,-1.895113078
Flicka,-5.187468901,-0.396766285
Hostage,-1.58265359,1.318874776
The Relic,-5.24416296,-0.646644145
Pandorum,-2.844985253,3.91224963
The Messenger,-2.452595289,3.584135479
The Covenant,-4.791618945,-1.341012023
Bottle Rocket,-3.992520052,0.808408136
Escape from New York,0.174354371,0.482906192
Rounders,-3.393843734,3.077780257
Away We Go,-2.716263912,3.689190975
Little Shop of Horrors,-2.397664083,-0.709998169
Someone Like You...,-5.39216702,0.211245208
The Last Dragon,-1.977818924,-1.159824987
The Tuxedo,-4.887176091,-1.731599964
Creepshow 2,-3.275204386,-1.385758816
Sweet November,-4.714325715,1.645623144
88 Minutes,-5.257568533,1.805319776
Star Trek Into Darkness,22.15541695,-5.821173755
The Order,-4.489431755,-2.094919212
Analyze This,6.167528567,-3.245239394
Shorts,-1.260579314,-3.084806102
Coco Before Chanel,-4.343166438,2.784833738
Meet Joe Black,1.031060726,0.321855875
Doogal,3.335750289,-8.15525802
Ratatouille,6.564614964,2.306946921
Drowning Mona,-5.28692283,-1.190580187
The Game,19.94878339,-10.49296745
Moulin Rouge!,6.264077372,0.150640773
Harold & Kumar Go to White Castle,-3.612050394,2.86329327
The Illusionist,0.496494373,3.925249077
Tim and Eric's Billion Dollar Movie,-3.838579007,-2.344662574
American Wedding,-2.93448122,1.60332643
Les couloirs du temps: Les visiteurs II,-4.350798911,-1.77014388
Big Momma's House 2,-2.726394257,-3.626121254
Spanglish,-4.670863492,2.174886064
The Lost World: Jurassic Park,11.92616575,-5.628961108
The Count of Monte Cristo,-1.628617744,3.274184474
The Chronicles of Narnia: The Voyage of the Dawn Treader,-1.998184952,3.432508727
Crossover,5.990368073,-9.720351616
Fury,7.66889948,2.735977597
Dredd,5.412699723,3.269320362
The In Crowd,-2.693486006,-4.029054463
The Expendables 2,14.3567695,-2.492315706
Blue Car,-4.758446035,-0.134886719
Blow,-1.343319746,3.302359121
Snow Flower and the Secret Fan,-4.698233567,-0.518066897
Spaceballs,-1.991630636,0.417538612
The Guru,-4.834901428,-1.987016254
Idle Hands,-5.312950668,-0.385562099
Escape Plan,-0.091205111,4.244492664
Death at a Funeral,-2.711827176,3.05175107
Zoom,-1.245674456,-4.892045272
Ghost World,-2.614685672,2.376280991
13 Going on 30,-5.352256401,1.429911801
Soul Plane,-0.732840741,-4.400714097
Saw IV,-4.218531236,2.69685633
The Brass Teapot,-4.624291735,0.173237293
Big Fat Liar,-4.840181174,-1.879168574
The Missing Person,-4.996079715,-0.273590089
The Dark Knight,57.70565729,10.11557522
Lady in White,-2.989300823,0.263046772
Bachelorette,-3.28367198,-1.614091386
Chronicle,4.514152503,3.586152623
We Are Your Friends,-3.820171987,1.509781383
The Nutcracker in 3D,-1.862141638,-4.419355334
In Good Company,-4.518080428,2.485438524
District B13,-3.688501917,2.39630487
Star Wars: Episode V - The Empire Strikes Back,14.24302506,-2.787373744
Virtuosity,-4.554093003,-2.069212049
The Fast and the Furious,1.831475685,1.614358419
Happy Feet,1.34767588,1.546344939
Date Night,2.486491126,0.634721107
Apocalypto,2.927014826,3.503501797
Lars and the Real Girl,-1.541167581,3.986455518
Stripes,-0.206144708,-1.626683376
Hellraiser,-1.195440004,1.147061365
Hotel Transylvania 2,-0.563813419,1.659459427
One True Thing,-4.09991952,0.705271924
Warrior,6.045624734,2.546975299
Pet Sematary,-3.732649657,0.24909411
Percy Jackson: Sea of Monsters,-3.044607091,2.641755134
Kung Fu Panda 3,0.359696132,2.914825311
Hobo with a Shotgun,-0.513954793,2.589227527
Double Jeopardy,-4.133777701,1.687609566
Batman Returns,9.997178035,-5.007555875
Focus,-0.474422262,4.210994494
Cloudy with a Chance of Meatballs 2,-2.52322219,2.538325435
Dylan Dog: Dead of Night,-3.695942696,-2.049192776
54,-4.743036522,-0.926861556
Littleman,-2.142247796,-4.148334348
Stonewall,-1.055438699,-3.849630411
The Cave,-4.064486367,-1.952457521
The Crazies,-0.603938319,3.976577401
Home,-0.436898619,2.063634016
Predators,1.488041533,4.060382951
Monster's Ball,-3.891200858,3.239929969
Heavenly Creatures,-3.034318721,1.203624392
Julie & Julia,-1.2035419,4.181636481
Furious 7,20.30935714,-3.992248407
Molly,-4.791276175,-2.007945511
Highlander,-1.628787769,0.255841228
Thor: The Dark World,16.49883213,-1.98358044
The Unborn,-2.39721508,-2.419628858
Chicago,1.285188515,2.825304223
8 Mile,-2.508813847,2.513644362
Dope,-1.86984083,3.290593009
Old School,-2.709757278,2.380886398
Morning Glory,-3.547923054,3.476755677
Alien: Resurrection,-2.202761795,2.871205529
Shakespeare in Love,-1.538062388,2.606908762
Jesus' Son,-4.945646271,0.994465001
You Got Served,0.490108402,-6.053041818
Elizabethtown,-3.470876068,2.889100467
Defendor,-4.633761363,1.120461384
Green Zone,-1.499972925,4.242406779
Hot Tub Time Machine 2,-2.960863302,-2.486386169
Bless the Child,-4.425015243,-2.139904799
Monsoon Wedding,-3.691347095,2.902112171
Bend It Like Beckham,-4.457069554,2.982813415
Attack the Block,3.4050652,2.649019466
Harley Davidson and the Marlboro Man,-4.241975431,-1.935019968
Patch Adams,-0.642831048,-0.28769131
Patriot Games,-3.075399016,0.018818
This Is 40,-0.376073869,3.716876323
Little Miss Sunshine,2.8431376,3.512918878
Severance,-3.817298082,2.804734588
Only the Strong,-3.912354863,-1.249622285
Bad Boys,-3.550434734,0.712882939
Case 39,-4.838995993,2.492193797
Sgt. Bilko,-4.596854403,-2.139397673
Wicker Park,-4.7319735,2.168982504
A Nightmare on Elm Street 5: The Dream Child,-2.868176404,-2.893775261
Drumline,-5.05140635,-0.760935114
Witness,-0.56763241,-0.373470714
The Man from U.N.C.L.E.,3.294463886,4.057250247
The Fifth Estate,-1.31864259,2.220310183
Aliens in the Attic,-4.380563158,-1.97175606
Sin City: A Dame to Kill For,4.144707597,1.511531398
Detroit Rock City,-4.80354223,0.134898989
50/50,3.693583061,3.428314751
Terminator 2: Judgment Day,10.63418581,-0.806202088
Black Knight,-3.539389772,-3.49735468
The Day the Earth Stood Still,-0.08433327,2.425375713
Don Jon,23.79769719,-11.47075925
The Homesman,-2.720993994,3.216530479
The River Wild,-4.896047532,-0.603553399
Jackie Brown,13.67360194,-7.286407706
A Hard Day's Night,4.590812383,-4.005945511
Hoffa,-2.709492026,-0.992286178
Half Past Dead,-3.050822438,-3.896897837
Garden State,-0.048916281,3.288555621
Wimbledon,-5.495317762,1.568745866
Bran Nue Dae,-3.018984619,-1.358177077
The Devil's Own,-4.305248924,-0.339750248
21,-3.155379481,3.043074071
Crossroads,1.358202849,-5.968147067
Thr3e,-3.730685945,-3.180068281
City Hall,-5.188337313,-0.580355665
Event Horizon,-2.164598057,2.472712331
Sabotage,-1.848729994,2.185874174
Black Hawk Down,2.864977815,2.413859969
The Muppets,3.432818061,3.671174814
Bandits,-4.955405833,2.304936881
Sorority Boys,-4.731197213,-2.212962514
Moonlight Mile,-5.149411245,1.649637281
Remember Me,-2.83162717,3.454556101
The Names of Love,-3.697815487,1.515168313
A Simple Plan,-3.167364562,2.857300632
Mad City,-5.288969144,-0.335445728
Stealing Harvard,-4.080179467,-3.017980404
Bridge to Terabithia,-1.236254814,2.919505374
Bad Teacher,0.006106103,3.072323617
TRON: Legacy,7.613259929,2.664838572
Spider-Man,14.49744404,-1.893935641
A Most Violent Year,1.721691492,3.585006298
50 First Dates,-1.997089031,2.721979336
She's Out of My League,-4.310984799,3.069961597
Hotel Transylvania,8.217975644,-1.303535636
The Jungle Book,11.341098,-0.344832691
Movie 43,2.272012116,-3.779406851
You Kill Me,-5.080911466,1.447794328
Clockstoppers,-4.459133978,-2.362772143
3 Ninjas Kick Back,-1.102758023,-5.360737717
Down and Out with the Dolls,-4.551871998,-1.743830068
Hero,2.099186335,2.768631414
Freddy Got Fingered,-2.191431624,-3.606391445
Panic Room,19.70800288,-10.0616288
Fast Five,12.74459063,-1.658395161
Exorcist: The Beginning,-3.238721787,-1.16712105
The Tourist,1.756046602,2.884125436
The Royal Tenenbaums,0.255486946,3.638754266
The Young Victoria,-2.942870998,3.482853208
Cop Land,-3.319903956,1.860716383
Daylight,-4.540443433,-0.980898272
On the Waterfront,8.077623142,-5.478331857
Street Kings,-2.704191326,2.970121862
Opal Dream,-4.225436962,-0.726650839
Babe: Pig in the City,-5.212453766,-1.050188246
Fiddler on the Roof,5.573642761,-4.057756355
Connie and Carla,-5.491916753,0.389702049
Flyboys,-4.095355027,1.99097536
Swordfish,-3.498412144,2.686370956
The Saint,-5.097834603,0.045638518
Back to the Future Part II,1.669461455,0.812432274
All the Pretty Horses,2.883308999,-2.825093433
The Cat in the Hat,0.178605348,-4.918555705
The Purge: Election Year,-3.242655421,2.084444979
Tin Cup,-3.99481799,-0.379793574
People I Know,-4.750009844,-2.086772625
Shadow Conspiracy,-3.236761428,-3.779495855
The Boy Next Door,-1.681892125,-3.239621075
Looper,13.17213299,1.0053804
About a Boy,-3.706135757,3.292019082
Argo,16.50656055,-0.152820104
Pirates of the Caribbean: Dead Man's Chest,14.58833521,-1.707897539
Inkheart,-5.031354568,2.037054471
The Gift,0.165241586,4.300276739
Mrs. Doubtfire,1.402300269,-0.815893377
Lakeview Terrace,-5.037878437,2.283661246
Ip Man 3,-2.660160999,1.2639927
The Big Wedding,-0.014035983,-1.757213333
Deep Blue Sea,-3.055054162,1.940592508
Star Trek Beyond,2.996860026,3.605316397
The Sum of All Fears,-2.849235296,2.781008261
The Infiltrator,-1.946187828,1.041361011
Dragonball: Evolution,3.581159527,-7.197100786
Kansas City,-4.815854543,-0.908448501
The Four Feathers,-5.197902765,1.448842416
Mickey Blue Eyes,-5.590508059,-0.441960699
Diary of the Dead,-1.160398258,2.053756358
Deuce Bigalow: European Gigolo,-2.859456391,-3.625708351
Hollow Man,-3.102174277,1.472467241
3:10 to Yuma,1.917148371,4.035216725
Message in a Bottle,-4.772985725,0.321267171
Mission: Impossible II,3.633167827,0.832512942
Are We There Yet?,-2.75991975,-3.572095684
The Shawshank Redemption,33.51824177,-14.75670651
They Live,-1.086982845,1.300333433
Kangaroo Jack,-2.25704456,-4.089578185
Everyone Says I Love You,5.725362985,-4.575650822
All the Queen's Men,-2.293842454,-4.563782799
Boiler Room,-4.410547728,2.528314075
Birthday Girl,-5.547790351,0.419826436
Full Frontal,-3.371542265,-3.187728403
Michael Clayton,0.087519256,4.298267115
Behind Enemy Lines,-5.14184138,2.116316259
Stolen Summer,-4.980677801,-0.558116046
Gangster Squad,4.264275173,3.513046641
Things to Do in Denver When You're Dead,-4.65476917,0.109471773
Take the Lead,-5.036164642,1.798546316
The Great Raid,-4.4971069,1.222032619
Bridget Jones: The Edge of Reason,-5.503468377,1.411988806
Don Juan DeMarco,-3.073439594,-0.416822365
The Beyond,0.030153119,-0.211555503
The Legend of Tarzan,-0.114658435,3.452334413
School of Rock,-2.134441506,4.022515984
The Diary of a Teenage Girl,-3.022018095,2.712504809
A Nightmare on Elm Street 2: Freddy's Revenge,-2.084849383,-1.922401329
Fame,-3.266507633,-2.021137794
Two Weeks Notice,-5.096134541,1.182562798
The Negotiator,-2.325125142,1.147249802
Richard III,-2.283276198,0.114614839
Curse of the Golden Flower,-3.628739048,3.374460699
Another Year,-1.004125735,3.658520502
Scream 3,-1.53956941,0.981000154
The Young Messiah,-2.772614215,-2.715343405
Grown Ups 2,6.54056022,-3.665496063
Mama,3.779765152,3.183959885
March or Die,0.024644018,-3.679946566
Terminator Salvation,5.587668875,2.925522593
Four Brothers,-4.227360109,2.776449416
Beverly Hills Cop II,8.035430279,-5.837133815
Willard,-5.460402198,1.139760897
Peaceful Warrior,-3.326440613,0.859616164
Free State of Jones,-2.521225466,0.822336587
Faithful,-4.48994557,-2.116579242
Zodiac,22.50527553,-10.06648121
The Mortal Instruments: City of Bones,-1.167623361,2.697734899
The DUFF,-3.41850732,1.919011209
Caddyshack,7.677445313,-5.293803288
Hustle & Flow,-3.431167053,3.36942241
Clueless,-4.565945379,1.196581041
Cube,-2.160033382,1.417951802
Snitch,-2.384229399,3.971348932
Yogi Bear,-1.544705613,-3.225449468
Wanted,2.380469994,3.55239166
War of the Worlds,19.50920859,-6.659233816
In the Bedroom,-1.711657436,3.292522639
The Lost City,-3.365739733,0.281857637
The Five-Year Engagement,-2.263192318,3.344387184
Larry Crowne,11.07629788,-6.284676094
You Don't Mess with the Zohan,-2.155288149,1.667840429
Driving Miss Daisy,-1.094808897,-0.219566055
The Godfather: Part II,15.15963975,-4.774686894
Walking with Dinosaurs 3D,-3.439544023,-2.239917819
The Big Bounce,-3.253205475,-3.24093507
Clash of the Titans,3.045049044,2.775654712
Lawrence of Arabia,11.83088634,-5.998459665
The Man with the Golden Gun,1.009433689,-1.794740648
Scary Movie 2,-2.130235326,-1.674957259
Miss March,-3.951305879,-2.76896345
Lost in Translation,5.725727261,1.372677691
Muppets from Space,-5.279096178,-0.345217271
The Croods,10.22359798,-1.96850424
True Grit,9.232300577,2.320282493
Reign Over Me,-2.804931984,3.491859735
Deliver Us from Evil,-1.985373062,3.737006689
Futuro Beach,-4.302122212,-0.446345067
Footloose,-1.945088845,-1.325242958
The Hunted,-5.50241487,1.057089958
Street Fighter,-0.219041801,-5.355499811
Mad Max: Fury Road,25.52506442,-4.507784344
Filly Brown,-3.374518032,-2.541577914
My Life in Ruins,-5.437435707,0.228031954
Monsters vs. Aliens,-0.086986617,2.276352237
Final Destination 2,-4.309646587,2.518481626
Happiness,1.030697494,0.776625905
Vampire in Brooklyn,-2.257195613,-4.466684772
The Host,0.597329806,3.144891941
Two Lovers,-3.31101082,3.34804923
The Shaggy Dog,-2.238982084,-3.997030891
Almost Famous,1.598154293,2.000914856
The Rocker,-3.997422353,0.996871803
The Straight Story,-1.04743237,2.61218932
Dream House,-4.167323085,1.859996448
The Descent,2.544914887,3.469212108
The Hoax,-4.702361412,2.288728547
Whatever Works,6.900682133,-2.677575274
Assassins,-2.832372814,-0.470511634
Burn After Reading,2.097527071,3.727096855
Casino Jack,-4.477280035,0.793551252
Woman in Gold,-1.283188924,3.618585115
The Godfather: Part III,2.198017499,0.100389132
Psycho Beach Party,-5.105944369,-0.638355616
The Intern,0.864397254,3.585537912
Knowing,-0.06701843,3.710163279
Open Water,-1.122361948,1.00505938
Survival of the Dead,-0.273433277,-1.242458822
Major League,-2.221546848,-0.323826048
Detention of the Dead,-1.298765378,-4.591560996
Alvin and the Chipmunks: Chipwrecked,-0.798621991,-3.927499452
The Stepford Wives,-3.630250953,-1.145609416
Fled,-4.274573742,-2.73003437
Oldboy,5.130796908,2.772828316
Out of Time,-5.209750902,1.927224473
Blindness,-2.852314531,3.539624743
Amour,6.361361932,2.74290426
Escape from Alcatraz,1.088384181,-1.839956562
Run All Night,-2.003421904,4.00619542
Dick Tracy,-3.498178059,-0.775127225
A Low Down Dirty Shame,-4.303139866,-2.407304048
Bad Grandpa,-2.813385018,2.734174656
Hercules,-1.507454367,3.797081023
House on Haunted Hill,-4.222145417,-0.176063857
How to Lose Friends & Alienate People,-4.700960404,1.929535442
The Mask,-1.420145228,0.245128149
Lara Croft Tomb Raider: The Cradle of Life,-2.578661979,0.139223487
Fascination,1.539788732,-7.06951898
Breaking Upwards,-4.322028207,-1.259455656
Simon Birch,-5.032322612,0.794249153
Roger & Me,-0.951044577,-1.122709191
27 Dresses,-4.274215604,2.761077016
Angels & Demons,1.808634252,3.312615563
Zack and Miri Make a Porno,-1.303171913,2.960310444
RED 2,-0.478943703,3.055350428
My Best Friend's Girl,-5.307762102,-0.097671785
Arlington Road,-3.409938187,3.212403116
Sphere,-4.476558766,0.483275035
The Lovely Bones,0.408400646,4.12781988
Prisoners,10.6634877,1.603841276
Lara Croft: Tomb Raider,-1.134844462,1.426365156
V for Vendetta,17.05274866,-1.187558996
The Revenant,20.45538,-2.62396899
Over the Hill to the Poorhouse,17.05700873,-14.12897437
Monkeybone,-3.317717023,-3.570348323
Last Action Hero,-4.121465297,0.054395807
Unforgiven,14.69527877,-7.374571063
Locker 13,-1.916043155,-4.285512835
Jerry Maguire,-0.123566359,1.278525144
The Curse of the Were-Rabbit,-1.702220101,3.536311296
Secondhand Lions,-3.096341278,2.17074504
Princess Kaiulani,-4.473164994,-1.058927459
Austin Powers: International Man of Mystery,-2.376451122,1.426919514
High School Musical 3: Senior Year,-2.017715207,-3.116087175
Steamboy,-2.538264918,0.605591094
Die Hard with a Vengeance,0.224841923,2.291241119
Guardians of the Galaxy,21.94707265,-2.721589332
Blade,-2.44274326,3.730163452
Invictus,14.37848316,-6.154463961
My Bloody Valentine,-1.322988728,2.037428933
Mean Streets,15.34914106,-9.573826146
Deep Impact,-1.77534304,0.724063947
The Promise,-5.255365065,-0.996148262
The Big Tease,-4.892574408,-1.076484328
The Basket,-4.843686248,-0.912031945
The Cold Light of Day,-2.384852014,-2.77330317
Fruitvale Station,1.741341963,3.573523885
A Bug's Life,-0.748208291,1.5014521
Fatal Attraction,-0.698612848,-0.23453389
Out of Africa,0.872904808,-1.168691838
Magic Mike,9.064361571,-1.528832533
The Social Network,26.35515086,-10.41353189
What Lies Beneath,-1.032960011,2.403991958
The Players Club,-2.202659054,-2.788565126
Planet 51,-4.460953569,1.70199209
The Long Kiss Goodnight,-4.979428525,1.400920969
Bobby,-3.533464612,3.516451652
Seven Years in Tibet,-3.522366991,1.124993376
The Departed,24.36430068,-8.890952422
The Machinist,0.033249786,3.31066866
Sex Drive,-4.660715422,1.530712444
Amadeus,5.136343963,-0.698068832
Promised Land,-2.347862306,3.71178126
Payback,-3.487728403,2.768509811
Catch a Fire,-5.001415083,1.463122011
Brigham City,-2.910663613,-0.393516687
City of Ember,-4.956653862,1.566745857
The Perfect Man,-5.039893644,-1.60688491
Unfaithful,-4.1130575,2.882466991
Big Eyes,10.6620115,-4.010038699
Recess: School's Out,-4.733082154,-0.386785481
Malone,-2.50393062,-3.270545666
Central Intelligence,-1.909083155,2.6943392
Agora,-1.74975854,3.048255569
Battle of the Year,4.152017031,-5.359796166
Cradle Will Rock,-4.094927482,0.771133936
The Kingdom,-2.347460022,4.188030927
Gladiator,17.59833137,-3.19649501
Stuart Little,-3.185546872,-0.360329424
Phenomenon,-3.836233093,-0.036476355
Torque,-1.104908961,-4.959889336
Body of Lies,-1.397862903,4.036382463
The Mist,2.708544077,3.715095173
Fuel,-1.521711188,-0.302309525
Bloodsport,-3.003489094,-0.678601051
Joy,12.48270333,-3.319664378
The New Guy,-5.361489954,-0.917722585
Rugrats in Paris: The Movie,-4.230324673,-1.108484575
Raise Your Voice,-5.251234306,-0.814357627
Herbie Fully Loaded,-3.25541957,-2.943967109
Mo' Better Blues,-2.832306856,-1.481908681
Brazil,2.817427426,1.203651187
Things We Lost in the Fire,-3.814957319,2.937244893
Disturbia,-1.271965172,4.23080898
Victor Frankenstein,-3.90942041,1.855788687
Money Train,-4.680172503,-1.924087846
Sanctum,-2.501945394,3.325175749
Police Academy,-1.477341392,-1.42497193
The Possession,-1.369664323,3.192848099
Indiana Jones and the Kingdom of the Crystal Skull,19.9571564,-6.398702904
